55834574999,FIELD_IDENTIFIER,2,,,path,path,5,15,411,418,2
55834575000,FIELD_IDENTIFIER,2,,,abspath,abspath,5,15,411,436,2
55834575001,FIELD_IDENTIFIER,2,,,f_code,f_code,12,20,492,504,2
55834575002,FIELD_IDENTIFIER,2,,,co_filename,co_filename,24,21,528,544,2
55834575003,FIELD_IDENTIFIER,2,,,path,path,8,21,512,519,2
55834575004,FIELD_IDENTIFIER,2,,,abspath,abspath,8,21,512,545,2
55834575005,FIELD_IDENTIFIER,2,,,co_name,co_name,17,23,647,659,2
55834575006,FIELD_IDENTIFIER,2,,,f_lineno,f_lineno,15,24,674,688,2
55834575007,FIELD_IDENTIFIER,2,,,settrace,settrace,1,36,1039,1062,2
55834575008,FIELD_IDENTIFIER,2,,,settrace,settrace,1,38,1150,1168,2
