30064771072,107374182455,CALL
30064771073,107374182455,CALL
30064771074,107374182455,CALL
30064771075,107374182455,CALL
30064771076,107374182455,CALL
30064771077,107374182455,CALL
30064771078,107374182455,CALL
30064771079,107374182455,CALL
30064771080,107374182455,CALL
30064771081,107374182455,CALL
30064771082,107374182455,CALL
30064771084,107374182455,CALL
30064771086,107374182455,CALL
30064771088,107374182455,CALL
30064771090,107374182455,CALL
30064771092,107374182455,CALL
30064771094,107374182455,CALL
30064771096,107374182455,CALL
30064771097,107374182441,CALL
30064771098,107374182455,CALL
30064771099,107374182441,CALL
30064771100,107374182457,CALL
30064771102,107374182455,CALL
30064771103,107374182441,CALL
30064771104,107374182441,CALL
30064771105,107374182441,CALL
30064771106,107374182458,CALL
30064771107,107374182441,CALL
30064771108,107374182455,CALL
30064771109,107374182441,CALL
30064771110,107374182441,CALL
30064771111,107374182441,CALL
30064771112,107374182458,CALL
30064771113,107374182441,CALL
30064771114,107374182455,CALL
30064771115,107374182455,CALL
30064771116,107374182455,CALL
30064771117,107374182455,CALL
30064771118,107374182455,CALL
30064771119,107374182441,CALL
30064771120,107374182455,CALL
30064771121,107374182441,CALL
30064771122,107374182459,CALL
30064771123,107374182441,CALL
30064771124,107374182455,CALL
30064771125,107374182441,CALL
30064771126,107374182460,CALL
30064771127,107374182435,CALL
30064771128,107374182434,CALL
30064771129,107374182441,CALL
30064771130,107374182461,CALL
30064771131,107374182462,CALL
30064771132,107374182455,CALL
30064771133,107374182441,CALL
30064771134,107374182455,CALL
30064771135,107374182441,CALL
30064771136,107374182455,CALL
30064771137,107374182463,CALL
30064771138,107374182455,CALL
30064771139,107374182455,CALL
30064771140,107374182463,CALL
30064771141,107374182437,CALL
30064771142,107374182437,CALL
30064771143,107374182455,CALL
30064771144,107374182441,CALL
30064771145,107374182464,CALL
30064771146,107374182462,CALL
30064771147,107374182455,CALL
30064771148,107374182441,CALL
30064771149,107374182455,CALL
30064771150,107374182441,CALL
30064771151,107374182455,CALL
30064771152,107374182463,CALL
30064771153,107374182455,CALL
30064771154,107374182455,CALL
30064771155,107374182463,CALL
30064771156,107374182455,CALL
30064771157,107374182441,CALL
30064771158,107374182455,CALL
30064771159,107374182441,CALL
