60129542144,FILE,<empty>,,<empty>,,,Project.py,,,-1
60129542145,FILE,<empty>,,<empty>,,,ast_demo.py,,,-1
60129542146,FILE,<empty>,,<empty>,,,scalene_demo.py,,,-1
60129542147,FILE,<empty>,,<empty>,,,trace_demo.py,,,-1
60129542148,FILE,<empty>,,<empty>,,,N/A,,,0
