137438953472,NAMESPACE_BLOCK,<empty>,,N/A,<global>,,<global>,,,-1
137438953473,NAMESPACE_BLOCK,<empty>,,Project.py,Project.py:<global>,,<global>,,,1
137438953474,NAMESPACE_BLOCK,<empty>,,ast_demo.py,ast_demo.py:<global>,,<global>,,,1
137438953475,NAMESPACE_BLOCK,<empty>,,scalene_demo.py,scalene_demo.py:<global>,,<global>,,,1
137438953476,NAMESPACE_BLOCK,<empty>,,trace_demo.py,trace_demo.py:<global>,,<global>,,,1
137438953477,NAMESPACE_BLOCK,<empty>,,<empty>,<speculatedMethods>,,<speculatedMethods>,,,-1
